,IP_Address,Prefix/Suffix_in_Domain,Tiny_URL,@_Symbol,URL_Length,Http/https_in_Domain,Depth_Of_URL,Redirection,Google_Index,WHOIS_Domain,DNS_Record,Registration_Length,Num_of_Dots,Num_of_Hyphens,Num_of_Underscore
9633,0,1,1,0,0,0,2,0,1,0,0,288,2,1,0
1354,0,0,0,0,0,0,0,0,0,0,0,168,2,0,0
9250,0,0,0,0,0,0,2,0,1,0,0,330,2,0,0
8625,0,0,0,0,1,0,6,0,1,0,0,362,2,0,0
9210,0,1,0,0,1,0,4,0,1,0,0,333,2,3,0
2922,0,0,0,0,0,0,0,0,0,0,0,1048,2,0,2
213,0,0,0,0,1,0,2,0,0,0,0,1008,2,3,0
4985,0,0,1,0,1,0,2,0,0,0,0,813,3,0,2
7599,0,0,0,0,1,0,1,0,1,0,0,1484,2,0,0
2753,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
4692,1,0,0,0,1,0,5,0,1,1,0,0,2,0,0
1790,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
3074,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0
2264,0,0,0,0,0,0,0,0,0,0,0,362,2,0,0
8789,0,0,0,0,0,0,0,0,0,0,0,368,2,0,0
9469,0,0,0,0,1,0,2,0,0,0,0,193,2,4,0
3462,1,0,0,0,1,0,6,0,1,0,0,125,2,0,1
8054,0,0,0,0,0,0,1,0,1,0,0,361,4,0,0
6214,0,0,0,0,1,0,2,0,0,0,0,0,7,0,0
5569,0,0,0,0,0,0,3,0,1,0,0,343,3,0,0
9572,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
5785,0,0,1,0,0,0,0,0,0,0,0,1309,2,0,0
4149,1,1,0,0,1,0,2,0,1,0,0,25,4,1,0
11381,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0
3351,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
4162,0,0,1,0,0,0,3,0,1,0,0,146,3,0,0
8360,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
168,0,0,1,1,1,1,3,0,1,0,0,3183,13,0,0
1585,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0
6630,0,0,1,0,0,0,1,0,0,0,0,298,2,0,0
81,0,0,0,0,0,0,0,0,0,0,0,422,2,0,0
1877,0,1,1,0,1,0,3,0,0,0,0,540,2,8,0
893,1,0,0,0,1,0,1,0,1,0,0,188,3,0,0
10845,0,0,0,0,1,0,4,0,1,0,0,873,3,0,0
10813,0,0,0,0,0,0,0,0,0,0,0,546,3,0,0
7226,0,0,0,0,0,0,2,0,0,0,0,507,2,0,4
3439,0,0,1,0,1,0,1,0,0,0,0,231,3,3,0
7686,0,1,0,0,1,0,1,0,0,0,0,69,3,1,2
3534,0,1,0,0,1,0,7,0,1,0,0,2,2,1,0
9036,0,0,0,0,1,0,1,0,1,0,0,1343,2,20,0
46,0,0,0,0,1,0,3,0,0,0,0,259,3,0,0
1612,0,1,0,0,1,0,5,0,1,0,0,28,2,1,0
5696,1,1,0,0,1,0,3,0,1,0,0,305,3,28,0
2138,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10896,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0
7788,0,0,0,0,0,0,0,0,0,0,0,1766,2,0,0
112,0,0,0,0,1,0,6,0,0,0,0,0,2,5,0
10734,0,0,0,0,0,0,1,0,0,0,0,284,2,2,0
7392,0,0,0,0,0,0,1,0,1,0,0,211,3,0,0
6641,1,0,0,0,1,0,2,0,1,0,0,25,5,0,2
6286,0,1,1,0,0,0,1,0,0,0,0,128,2,1,0
9452,0,1,0,0,0,0,2,0,1,0,0,81,1,1,0
10108,0,0,0,0,0,0,2,0,0,0,0,100,1,0,0
10048,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
6578,1,0,0,0,1,0,4,0,1,0,0,0,5,0,0
4903,1,0,0,0,1,0,2,0,1,0,0,15,4,0,2
8638,0,0,0,0,0,0,0,0,0,0,0,201,2,0,0
5903,0,0,0,0,0,0,1,0,0,0,0,1102,3,0,2
805,0,0,0,0,0,0,1,0,1,0,0,138,2,2,0
6316,1,1,0,0,1,0,6,0,1,0,0,257,1,2,0
1665,0,0,1,0,0,0,3,0,1,1,0,0,3,0,0
51,0,0,0,0,1,0,5,0,1,0,0,5,1,0,0
8562,1,0,0,0,1,0,5,0,1,0,0,1252,6,0,0
2548,0,0,0,0,1,0,4,0,1,0,0,33,2,0,0
5284,1,0,1,0,1,0,2,0,1,0,0,223,1,2,0
8619,0,0,1,0,0,0,0,0,0,0,0,372,2,0,0
3567,0,0,0,0,0,0,3,0,0,0,0,3484,3,0,0
9858,0,0,1,0,0,0,0,0,0,0,0,360,2,0,0
4224,0,0,1,0,0,0,0,0,1,0,0,371,3,0,0
2966,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
10922,0,0,1,0,0,0,0,0,1,0,0,236,5,0,0
6827,0,0,0,0,1,0,3,0,1,0,0,99,3,3,0
1462,0,0,0,0,1,0,5,0,1,0,0,269,6,0,1
2614,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
8514,0,0,0,0,1,0,1,0,1,0,0,1050,4,1,0
10937,0,0,0,0,1,0,5,0,1,0,0,0,4,1,0
1369,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4889,0,0,0,0,1,0,1,0,0,0,0,300,1,9,0
8214,0,0,0,0,0,0,0,0,0,0,0,265,2,0,0
1750,1,0,0,0,1,0,3,0,1,1,1,0,4,0,0
1702,0,0,0,0,1,0,4,0,1,0,0,187,2,0,0
231,0,0,0,0,0,0,0,0,0,0,0,382,2,0,0
1319,0,1,0,0,1,0,5,0,1,0,0,205,3,2,0
477,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
10611,0,0,0,0,0,0,0,0,0,0,0,237,2,0,0
9677,1,0,0,0,1,0,1,0,0,0,0,228,2,0,0
6349,0,0,0,0,0,0,0,0,1,0,0,201,3,3,0
463,0,0,0,0,0,0,2,0,0,0,0,905,2,0,1
553,0,1,0,0,1,0,7,0,1,0,0,120,2,2,2
5455,0,0,0,0,0,0,0,0,0,0,0,257,2,0,0
8699,0,0,0,0,0,0,1,0,0,0,0,3053,2,0,0
9846,0,0,1,0,0,0,0,0,0,0,0,588,2,0,0
4267,0,0,0,0,0,0,0,0,0,0,0,335,2,0,0
5480,0,0,0,0,0,0,0,0,0,0,0,587,2,0,0
1879,0,0,0,0,0,0,2,0,1,1,1,2690,4,0,0
8182,0,0,0,0,0,0,1,0,0,0,0,451,2,1,0
5446,0,0,1,0,0,0,0,0,0,0,0,355,2,0,0
11121,0,1,0,0,1,0,2,0,1,1,0,0,2,1,0
4693,0,0,0,0,0,0,2,0,1,0,0,242,3,0,0
9445,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0
2668,0,0,0,0,1,0,2,0,0,0,0,163,3,2,3
3675,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0
9020,0,1,0,0,1,0,2,0,0,0,0,1780,2,5,0
5351,0,1,0,0,1,0,2,0,1,0,0,1107,4,1,0
5647,0,0,0,0,1,0,2,0,0,0,0,232,2,4,0
8892,0,0,0,0,0,0,0,0,0,0,0,692,2,0,0
9004,0,0,0,0,0,0,1,0,1,0,0,340,3,0,0
7330,0,0,0,0,1,0,4,0,1,0,0,1050,3,0,0
3734,0,0,0,0,0,0,0,0,0,0,0,542,3,0,0
2685,0,0,0,0,0,0,0,0,1,0,0,318,2,0,0
4171,1,0,0,0,1,0,1,0,1,0,0,168,3,4,2
8769,0,0,0,0,0,0,2,0,1,0,0,292,1,0,1
1080,1,0,0,0,1,0,4,0,1,0,0,201,3,10,0
9983,0,1,0,0,1,0,3,0,1,0,0,99,2,1,0
10601,0,0,0,0,0,0,2,0,1,0,0,294,2,0,0
2311,0,1,0,0,0,0,1,0,1,0,0,144,1,1,0
9587,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
6823,0,0,0,0,0,0,0,0,0,0,0,58,2,0,0
7438,0,0,0,0,0,0,3,0,0,0,0,3483,3,0,0
10763,0,0,0,0,0,0,1,0,0,0,0,349,2,2,0
442,1,0,0,0,1,0,0,0,0,0,0,74,2,4,0
923,0,0,0,0,0,0,1,0,1,0,0,216,2,0,0
5229,0,0,1,0,0,0,0,0,0,0,0,373,2,0,0
1512,0,0,1,0,0,0,0,0,0,0,0,373,2,0,0
5291,0,0,0,0,0,0,1,0,1,0,1,319,3,0,0
8292,0,0,0,0,0,0,0,0,0,0,0,238,2,0,0
6751,0,1,1,0,0,0,0,0,0,0,0,390,2,1,0
6311,0,1,0,0,1,0,6,0,1,0,0,326,3,1,0
7038,0,1,0,0,0,0,0,0,0,0,0,209,2,1,0
3025,0,0,0,0,0,0,0,0,0,0,0,969,2,0,0
2715,0,0,0,0,1,0,1,0,0,0,0,1702,1,3,0
8702,0,0,0,0,0,0,2,0,1,0,0,137,2,0,0
928,0,0,0,0,0,0,0,0,0,0,0,176,2,0,0
8862,0,0,0,0,0,0,1,0,1,0,0,2596,2,0,0
5163,0,0,0,0,0,0,0,0,0,0,0,1038,2,0,0
6862,0,0,0,0,0,0,0,0,0,0,0,1003,2,0,0
5282,0,0,0,0,1,0,1,0,0,0,0,327,2,0,0
3153,0,0,0,0,0,0,1,0,1,0,0,336,1,0,0
3826,0,0,0,0,1,0,4,0,1,1,0,0,3,0,0
3045,0,0,0,1,1,0,2,0,1,0,0,283,4,0,0
9164,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0
4629,1,0,0,0,1,0,4,0,1,0,0,78,3,0,0
6443,0,0,0,0,0,0,0,0,0,0,0,237,2,0,0
7620,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
8337,0,0,0,0,1,0,11,0,1,0,0,199,2,0,0
11413,0,0,0,0,1,0,1,0,1,0,0,355,16,0,0
9738,0,0,0,0,0,0,0,0,1,0,0,290,2,0,0
9221,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
11124,0,1,0,0,1,0,3,0,1,1,0,0,2,1,0
7031,0,1,0,0,1,0,2,0,0,0,0,142,3,3,0
3563,0,0,0,0,0,0,1,0,1,0,0,183,3,0,1
4966,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1345,0,0,0,0,1,0,2,0,0,0,0,407,2,0,0
9793,0,0,0,0,0,0,0,0,0,0,0,373,2,0,0
11233,0,0,0,0,0,0,0,0,0,0,0,189,2,0,0
11309,1,0,0,0,1,0,6,0,1,0,0,149,2,15,0
5971,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0
7475,0,0,1,0,0,0,0,0,1,0,0,372,2,0,0
3080,0,0,0,0,1,0,1,0,1,0,0,124,2,0,0
7562,0,0,0,0,0,0,2,0,0,0,0,1654,2,0,0
3535,0,0,0,0,1,0,3,0,1,1,0,0,3,0,0
7331,0,1,0,0,0,0,1,0,1,0,0,151,1,1,0
6852,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
992,0,0,0,0,0,0,0,0,0,0,0,229,2,0,0
8973,0,0,0,0,1,0,3,0,1,0,0,363,2,19,0
4278,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
10918,0,1,0,0,0,0,0,0,0,0,0,101,2,1,0
5897,0,0,0,0,1,0,1,0,1,0,0,358,2,0,0
4355,0,0,0,0,1,0,3,0,1,0,0,34,3,3,0
814,0,0,0,0,0,0,0,0,0,0,0,310,2,0,0
610,0,1,0,0,1,0,3,0,0,0,0,267,2,1,11
6603,1,0,0,0,1,0,2,0,0,0,0,272,3,0,1
5860,0,1,0,0,1,0,5,0,1,0,0,0,4,1,0
8518,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
157,0,0,0,0,0,0,0,0,0,0,0,936,2,0,0
4027,0,0,0,0,0,0,1,0,1,0,0,2430,2,0,0
1833,1,1,0,0,1,0,8,0,1,0,0,2811,10,2,1
3719,0,0,0,0,0,0,0,0,0,0,0,333,2,0,0
10452,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5560,0,0,0,0,0,0,0,0,0,0,0,208,2,0,0
1874,0,0,1,0,0,0,0,0,0,0,0,370,2,1,0
1624,0,1,0,1,0,0,1,0,1,0,0,550,4,1,0
6020,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
5150,0,0,0,0,1,0,3,0,1,0,0,1088,3,0,0
3010,0,0,0,0,0,0,0,0,0,0,0,295,2,0,0
6100,0,1,0,0,1,0,5,0,1,0,0,430,3,1,0
1337,1,0,1,0,1,0,1,0,1,0,0,228,5,0,0
145,0,0,0,0,0,0,0,0,0,0,0,203,3,0,0
831,0,0,0,0,0,0,3,0,1,0,0,81,2,0,0
7324,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0
4300,0,0,0,0,0,0,1,0,1,0,0,2430,2,0,0
422,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
573,1,0,0,1,1,0,0,0,0,0,0,290,4,2,0
8031,0,0,0,0,1,0,2,0,0,0,0,951,2,1,0
7060,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
406,0,1,0,1,1,0,7,0,1,0,0,0,4,12,0
7831,0,1,0,0,1,0,4,0,1,0,0,2974,2,1,1
7336,1,1,0,0,1,0,7,0,1,0,0,257,3,2,0
9893,1,0,0,0,0,0,1,0,1,0,0,292,4,0,0
291,1,1,0,0,1,0,7,0,1,0,0,146,2,1,0
4312,0,0,0,0,0,0,1,0,0,0,0,287,3,7,1
9090,1,0,0,0,1,0,3,0,0,0,0,192,1,5,0
8771,1,0,1,0,1,0,0,0,1,0,0,231,4,2,0
3465,0,0,0,0,1,0,3,0,1,0,0,1707,2,7,0
2479,0,0,0,0,1,0,2,0,0,0,0,0,3,2,0
1318,0,1,0,0,1,0,5,0,1,1,0,0,2,3,0
10856,0,0,0,0,0,0,2,0,1,0,0,25,2,0,0
6004,0,0,0,0,0,0,1,0,0,0,0,3557,1,0,0
4500,0,0,0,0,0,0,1,0,0,0,0,289,2,1,0
5127,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0
2114,0,0,1,0,1,0,2,0,0,0,0,131,2,3,0
2574,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
11150,0,0,0,0,0,0,0,0,1,0,0,659,2,2,0
8038,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0
10470,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0
11152,0,0,0,0,0,0,3,0,0,0,0,52,2,0,0
3412,0,0,0,0,0,0,0,0,0,0,0,1991,2,0,0
3632,1,0,0,0,1,0,6,0,1,1,0,330,2,1,6
2195,0,0,0,0,0,0,1,0,0,0,0,-1,2,0,0
5542,0,0,0,0,0,0,1,0,0,0,0,1242,2,0,0
4539,1,0,0,0,1,0,2,0,1,0,0,25,5,0,2
4025,1,0,0,0,1,0,1,0,1,0,0,274,3,1,1
937,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
3484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1361,0,0,1,0,0,0,0,0,0,0,0,125,2,0,0
1988,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8419,0,0,0,0,1,0,5,0,1,0,0,44,2,0,1
4991,0,0,0,0,0,0,3,0,1,0,0,1338,2,0,0
3297,0,0,1,0,1,0,1,0,1,0,0,217,5,2,0
11131,0,0,0,0,1,0,2,0,1,0,0,951,2,1,0
7066,0,0,0,0,1,0,4,0,1,0,0,599,2,0,0
6570,0,0,0,0,0,0,2,0,1,0,0,2648,2,0,0
6617,0,0,0,0,0,0,2,0,0,0,0,309,1,1,0
9834,0,0,0,0,0,0,0,0,0,0,0,273,2,0,0
9497,0,0,0,0,0,0,2,0,0,0,0,1004,1,0,0
4335,0,0,1,0,0,0,2,0,1,0,0,146,2,1,0
5495,0,0,0,0,0,0,1,0,1,0,0,1481,1,0,0
1592,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
10460,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
3601,0,0,0,0,0,0,1,0,1,0,0,2429,2,0,0
246,0,0,0,0,1,0,1,0,0,0,0,190,3,1,0
10224,0,0,0,0,0,0,0,0,0,0,0,135,1,0,0
10044,0,0,0,0,0,0,0,0,1,0,0,283,3,0,0
2770,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
7735,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
121,0,1,0,0,1,0,2,0,0,0,0,314,2,8,0
8858,0,0,1,0,1,0,1,0,1,0,0,217,5,2,0
3262,0,0,0,0,0,0,2,0,0,0,0,903,2,0,2
2303,0,0,0,0,0,0,0,0,0,0,0,281,1,0,0
9727,0,0,0,0,0,0,1,0,1,0,0,356,2,0,0
10588,1,0,0,0,1,0,2,0,0,0,0,271,3,0,3
6936,0,0,1,0,0,0,0,0,0,0,0,370,2,0,0
8073,0,0,1,0,0,0,0,0,0,0,0,2047,2,0,0
762,0,0,0,0,0,0,1,0,0,0,0,638,3,0,0
571,0,0,1,0,1,0,5,0,1,0,0,155,3,0,0
1996,1,0,0,0,1,0,2,0,1,0,0,15,4,0,2
3515,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0
2229,0,0,0,0,0,0,2,0,0,0,0,1606,2,0,0
3737,0,0,0,0,1,0,4,0,1,0,0,347,6,1,0
193,0,0,0,0,0,0,0,0,0,0,0,602,2,0,0
4051,0,0,1,0,1,0,2,0,0,0,0,134,2,6,0
9641,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0
11025,0,0,0,0,0,0,2,0,0,0,0,902,2,0,2
3868,0,0,0,0,1,0,5,0,1,0,0,207,5,0,1
11118,0,0,0,0,0,0,0,0,1,0,1,116,2,2,0
6486,0,0,0,0,1,0,4,0,1,0,0,20,3,4,0
1178,0,0,0,0,0,0,1,0,1,0,0,644,2,0,0
8590,0,0,1,0,0,0,1,0,1,0,0,36,2,0,0
11317,0,0,0,0,0,0,0,0,0,0,0,290,2,0,0
5990,0,0,0,0,0,0,1,0,0,0,0,901,2,0,3
7069,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
4882,0,0,0,0,0,0,2,0,0,0,0,253,2,2,0
9055,1,0,0,0,1,0,1,0,1,0,0,168,3,4,2
725,0,0,0,0,0,0,1,0,0,1,0,204,1,0,0
3744,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
3106,0,0,0,0,0,0,0,0,1,0,0,252,2,0,0
3666,0,0,0,0,0,0,2,0,1,0,0,201,3,0,0
6215,1,0,0,0,1,0,2,0,0,0,0,281,3,1,0
2216,0,0,0,0,0,0,0,0,0,0,0,1151,2,0,0
10272,0,0,1,0,1,0,1,0,1,0,0,228,4,3,0
2293,0,0,0,0,1,0,4,0,1,0,0,23,2,4,0
3176,1,0,0,0,0,0,1,1,1,0,0,589,3,0,0
3068,0,0,1,0,0,0,0,0,0,0,0,165,2,0,0
143,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
5943,1,0,0,0,1,0,1,0,1,1,0,0,5,5,1
2727,0,0,0,0,1,0,2,0,0,0,0,600,2,7,0
57,0,1,0,0,1,0,2,0,1,0,0,71,2,14,0
9666,0,0,0,0,1,0,4,0,1,0,0,137,4,0,0
3339,0,0,0,0,0,0,2,0,1,1,0,0,3,0,0
6651,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
6134,1,1,0,0,1,0,6,0,1,1,1,0,4,1,0
2174,0,0,0,0,0,0,0,0,0,0,0,413,3,0,0
1438,0,0,0,0,0,0,0,0,1,0,0,299,2,0,0
3275,0,0,0,0,0,0,0,0,0,0,0,291,2,0,0
3245,1,1,0,0,1,0,2,0,1,0,0,15,4,1,2
6373,0,0,1,0,0,0,0,0,0,0,0,370,2,0,0
4477,0,0,0,0,0,0,1,0,1,0,0,2416,2,0,0
8288,0,0,0,0,0,0,2,0,0,0,0,904,2,0,1
8490,0,0,0,0,1,0,3,0,0,0,0,309,3,3,0
1810,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1090,0,0,0,0,0,0,0,0,0,0,0,67,2,0,0
7460,0,0,0,0,0,0,0,0,0,0,0,230,2,0,0
11332,0,0,0,0,0,0,2,0,0,0,0,904,2,0,1
10294,1,1,1,0,1,0,8,0,1,0,0,58,4,1,0
9853,0,0,0,0,0,0,1,0,0,0,0,2430,2,0,0
6743,1,1,0,0,1,0,6,0,1,0,0,122,2,1,0
6220,0,0,0,0,0,0,0,0,0,1,0,252,2,0,0
3596,0,0,0,0,1,0,4,0,1,0,0,860,2,7,0
745,0,0,0,0,0,0,1,0,0,0,0,205,2,0,0
8950,0,0,0,0,1,0,2,0,0,0,0,1963,2,2,0
8876,0,0,0,0,0,0,1,0,0,0,0,2333,2,1,0
408,0,1,0,0,1,0,4,0,1,0,0,464,3,1,0
4988,0,0,0,0,0,0,2,0,1,0,0,249,4,0,0
9149,0,0,1,0,0,0,2,0,0,0,0,130,2,0,0
1998,0,1,0,0,0,0,2,0,1,0,0,196,3,1,0
4910,0,1,1,0,0,0,0,0,0,0,0,228,2,1,0
5955,0,0,0,0,1,0,4,0,1,0,0,230,4,2,0
2515,0,0,0,0,1,0,2,0,0,0,0,1945,1,0,2
3152,0,0,0,0,0,0,0,0,0,0,0,179,2,0,0
6160,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0
4069,0,1,0,0,1,0,6,0,1,0,0,101,3,1,0
5783,1,1,0,0,0,0,0,0,1,0,0,88,4,1,0
10424,0,0,0,0,0,0,2,0,0,0,0,1602,2,0,0
5556,0,0,0,0,1,0,1,0,1,0,0,644,2,0,4
10758,0,0,0,0,1,0,4,0,1,0,0,1156,3,0,0
4161,0,0,0,0,0,0,1,0,0,0,0,34,1,1,0
1735,0,0,0,0,0,0,0,0,1,0,0,85,2,0,0
2776,0,0,0,0,0,0,0,0,0,0,0,234,2,0,0
8127,1,0,0,0,0,0,3,0,1,1,0,0,3,0,0
5358,0,0,0,0,0,0,0,0,0,0,0,361,2,0,0
6187,1,1,0,0,1,0,2,0,1,0,0,15,5,1,2
5571,0,0,0,0,1,0,1,0,1,0,0,231,3,0,1
1728,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6530,0,1,0,0,0,0,3,0,0,0,0,1883,2,1,0
3223,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
2647,0,1,0,0,1,0,4,0,1,0,0,169,2,1,0
6925,1,0,0,0,1,0,2,0,1,0,0,952,3,0,0
3296,0,0,0,0,0,0,4,0,1,0,0,237,2,0,0
1963,1,1,0,0,1,0,3,0,1,0,0,467,3,1,0
2716,0,1,0,0,0,0,2,0,1,1,0,0,3,1,0
4156,0,0,0,0,1,0,3,0,0,0,0,271,2,7,0
4082,1,0,0,0,1,0,2,0,0,0,0,985,2,2,1
5236,0,0,0,0,0,0,2,0,1,0,0,309,2,0,0
1974,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0
8186,1,0,0,0,1,0,3,0,1,0,0,164,2,0,0
11380,1,1,0,0,1,0,7,0,1,0,0,145,2,1,0
2630,0,0,0,0,0,0,2,0,1,0,0,275,1,0,0
10769,0,1,1,0,1,0,5,0,1,0,0,382,2,1,3
10783,1,0,0,0,1,0,3,0,0,0,0,351,2,0,0
10175,0,0,0,0,0,0,0,0,0,0,0,270,2,0,0
6569,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5820,0,1,0,0,1,0,3,0,1,0,0,338,2,1,1
4435,0,0,0,0,0,0,2,0,0,0,0,786,1,0,1
10292,0,0,1,0,1,0,3,0,0,0,0,3353,2,1,3
7588,0,0,1,0,0,0,0,0,1,0,0,230,4,0,0
6706,1,0,0,0,1,0,3,0,1,0,0,118,2,0,0
3526,0,0,0,0,0,0,0,0,1,0,0,357,1,1,0
5966,0,0,0,0,1,0,3,0,0,0,0,0,3,0,1
1486,0,1,0,0,0,0,1,0,1,0,0,45,2,1,0
2200,0,0,0,0,0,0,1,0,1,0,0,2973,2,0,0
7816,1,0,0,0,1,0,1,0,0,0,0,140,2,11,0
6097,1,1,0,0,1,0,2,0,1,0,0,15,4,1,2
5463,0,0,0,0,0,0,0,0,0,0,0,215,2,1,0
5296,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
7522,0,0,1,0,1,0,3,0,1,0,0,217,5,2,0
9749,0,1,0,0,1,0,3,0,0,0,0,1517,2,2,0
6108,0,0,0,0,0,0,1,1,1,0,0,217,1,0,0
2260,0,0,0,0,0,0,1,0,1,0,0,137,2,0,0
5145,0,0,0,0,0,0,0,0,0,0,0,290,2,0,0
9814,1,0,1,0,0,0,0,0,1,0,0,217,2,4,0
9413,0,0,0,0,1,0,4,0,1,0,0,343,3,0,0
1148,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
5072,0,0,1,0,0,0,1,0,1,0,0,127,2,0,0
5173,0,0,0,0,0,0,0,0,0,0,0,294,2,0,0
203,0,0,0,0,0,0,1,0,1,0,1,223,2,0,0
4747,0,1,0,0,0,0,0,0,0,0,0,322,2,1,0
1883,0,0,0,0,0,0,1,0,0,0,0,199,2,0,0
5954,0,0,0,0,1,0,2,0,0,0,0,236,2,7,0
9693,1,0,1,0,1,0,1,0,1,0,0,228,4,1,0
9750,0,0,0,0,0,0,1,0,0,0,0,452,2,1,0
7468,0,0,0,0,0,0,2,0,0,0,0,902,3,0,1
9365,0,0,0,0,0,0,2,0,0,0,0,308,2,0,0
2453,0,0,0,0,0,0,0,0,1,0,0,350,2,0,0
4911,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7749,1,0,0,0,1,0,2,0,0,0,0,270,3,0,2
10670,0,0,0,0,1,0,4,0,1,0,0,170,4,0,0
7768,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
11232,0,0,0,0,0,0,0,0,0,0,0,1048,2,0,0
3251,0,0,1,0,0,0,3,0,0,0,0,642,2,2,0
8105,0,0,0,0,0,0,0,0,0,0,0,292,2,0,0
2383,0,0,0,0,0,0,2,0,1,0,0,91,1,0,0
838,0,0,0,0,0,0,0,0,0,0,0,135,2,0,0
1983,0,0,0,0,1,0,2,0,0,0,0,82,2,2,0
6277,0,0,0,0,1,0,5,0,1,0,0,2975,2,2,2
7746,1,1,0,0,1,0,7,0,1,0,0,146,2,1,0
245,0,0,0,0,0,0,2,0,0,0,0,327,2,2,0
2977,0,0,0,0,1,0,5,0,1,0,0,253,3,0,0
4012,0,0,0,0,1,0,1,0,0,0,0,2056,2,3,0
3302,0,1,0,0,0,0,4,0,0,0,0,225,3,1,0
7688,0,1,1,0,0,0,1,0,0,0,0,1399,2,3,0
6732,0,0,0,0,0,0,4,0,1,0,0,308,3,0,0
8097,1,0,0,0,1,0,5,0,1,0,1,234,2,0,0
2970,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
11319,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11063,0,0,0,0,0,0,1,0,0,0,0,386,2,0,0
3472,1,0,0,0,1,0,1,0,1,1,0,-1,1,0,0
5519,0,0,0,0,0,0,2,0,0,0,0,902,2,2,0
6660,0,0,0,0,1,0,1,0,0,0,0,72,3,5,0
9862,1,0,0,0,1,0,2,0,1,0,0,25,5,0,2
2164,1,0,0,0,1,0,2,0,1,0,0,196,7,1,3
5305,0,0,0,0,0,0,0,0,0,0,0,787,2,0,0
10723,0,0,0,0,0,0,0,0,0,0,0,508,2,0,0
7370,0,0,0,0,0,0,0,0,0,0,0,333,2,0,0
5248,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1229,0,0,0,0,0,0,2,0,1,0,0,50,1,0,0
5218,0,1,0,0,1,0,2,0,0,0,0,334,3,5,0
10081,1,1,0,0,0,0,1,0,1,0,0,0,3,1,0
1160,0,0,1,0,0,0,0,0,0,0,0,372,2,0,0
4304,0,0,0,0,0,0,1,0,0,0,0,189,1,1,0
